Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
APOBEC3G,0,12,0,1,1,0,0,0,1,72,7,0,0,27,1,0,1,0,0,121,0,99,7.887011119,2.28245306,20.40289964,8.54303182,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,22,39473025,39483747,1386387,372,2.27E-06,0.52306,0.0713904,25,47.16216,95.05405,0.8677253,133.8459,18.26557,51.7022,0.000110233,11,2.857142857,0,0
KIF4A,0,19,0,5,4,1,0,0,6,224,13,0,0,87,5,0,6,2,0,356,0,286,6.681498285,2.688949838,17.89250191,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.431800696,0.071039134,23,69509879,69640773,243320.1,443.4357224,3.11E-06,0.4217,0.04466399,12,31.81081,83.91892,0.8492525,61.77377,1.77377,41.99054,7.98E-05,18,2.761363636,0,0
MYBPH,0,0,0,9,5,1,0,0,0,89,2,0,0,36,0,0,5,2,0,135,0,126,6.681498285,2.688949838,18.95334334,8.826548487,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.348228919,0.054550549,1,203136939,203144942,507602.8,453,2.35E-06,0.49679,0.03129605,17,47.89189,93.48649,0.9320572,136.5344,23.30164,59.71862,1.70E-06,2,2.486486486,0,0
ETF1,0,25,0,2,3,0,0,0,6,68,7,1,0,19,1,0,4,1,0,127,0,110,6.681498285,2.688949838,20.19738349,7.686500527,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.053276783,0.000172159,5,137841788,137878932,1202314,205,1.83E-06,0.49024,0.05051217,18,48.48649,94.89189,0.8721271,138.6656,16.90492,40.20444,3.72E-05,35,3.8,0,0
C14orf79,0,9,0,4,4,1,2,0,0,46,2,0,0,10,0,0,7,1,0,70,0,70,7.867225449,0.842220978,19.70471101,7.686500527,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,14,105452616,105461855,854493.1,205,3.50E-06,0.5622,0.03028814,15,48.05405,93.16216,0.909738,121.4295,14.31803,51.38273,0.000152065,24.91374182,4.454545455,0,0
SMIM13,0,16,0,1,1,1,0,0,0,4,0,0,0,1,0,0,1,1,0,22,0,18,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.5,0,0
LINC00461,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0,1,0,0,0
RP11-568K15.1,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,1,0,0,20,0,19,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
MRPS31,1,7,0,5,12,2,0,0,0,56,5,0,0,15,0,0,12,2,0,89,0,88,6.681498285,2.688949838,18.04541733,8.87958325,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.091314632,0.0009042,13,41303433,41345347,270526.8,470,2.51E-06,0.4155,0.04364664,3,46.02703,93.32432,0.9156981,117.4951,13.63279,41.3254,5.68E-05,50,3.9375,0,0
IGHV3-30,0,0,0,0,0,1,0,0,0,50,1,0,0,25,0,0,0,1,0,76,0,68,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2,0,0
IGKV1D-43,4,0,0,0,3,0,0,0,0,65,4,0,0,35,0,0,3,0,0,108,0,95,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.916666667,0,0
ST3GAL1,0,11,0,10,1,1,1,0,0,64,1,0,0,53,3,0,3,1,0,141,0,130,6.681498285,2.688949838,17.59655667,8.483815777,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.039720387,0.000925724,8,134467091,134584183,198193.4,357,3.33E-06,0.480415,0.02405123,8,59.48649,97.72973,0.8514996,150.6918,23.04262,57.76664,0,1,1.277777778,0,0
IGKV6D-21,0,0,0,0,1,0,0,0,0,43,2,0,0,15,0,1,1,0,0,61,0,56,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.8125,0,0
IGHV3-33,0,0,0,0,1,0,0,0,0,33,3,0,0,16,0,0,1,0,0,52,0,43,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.117647059,0,0
MIR550A3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
NRG2,0,1,0,2,2,3,0,1,15,88,6,0,0,51,0,0,2,4,0,163,0,144,6.681498285,2.688949838,19.51478897,8.184875343,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.046533843,0.005243228,5,139226364,139422884,749093.9,290,1.66E-06,0.47206,0.0573255,14,35.97297,72.97297,0.8117846,69.96066,4.203279,58.02507,3.52E-09,2,1.884615385,0,0
OR52E8,0,2,0,0,3,7,0,0,0,102,6,0,0,40,0,1,3,7,0,151,0,137,6.681498285,2.688949838,17.63719726,9.850186838,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,5877981,5878932,203855.9,922,4.60E-06,0.35212,-0.00471144,44,46.45946,96.2973,1,213.1672,48.59672,45.2585,0.000152065,24.91374182,2.804878049,0,0
KDM4E,0,2,0,5,1,0,0,0,0,54,6,0,0,27,0,0,1,0,0,94,0,85,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.142857143,0,0
ADCK5,0,2,0,1,3,0,0,0,1,62,2,0,0,33,1,0,3,0,0,102,0,93,7.729826246,1.050294878,21.12351206,7.651051691,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,145597731,145618451,2284602,200,3.53E-06,0.59055,0.03179561,37,43.21622,70.08108,0.9477174,43.2,1.432787,62.51493,1.29E-05,5,1.911764706,0,0
ZNF510,0,17,0,4,3,0,0,0,0,86,11,0,0,26,1,0,3,0,0,145,0,123,6.681498285,2.688949838,18.31949925,8.942514505,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,99518147,99540328,327127.8,491,2.71E-06,0.41501,0.01436109,9,53.54054,99.2973,0.9517931,157.1148,27.12131,38.11026,1.07E-07,2,3.62962963,0,0
RP11-475O23.3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
SPATA9,0,5,0,7,0,0,0,0,0,62,4,0,0,23,1,0,1,0,0,101,0,85,6.681498285,2.688949838,18.22317118,7.761551232,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.855438399,0.009530358,5,94994020,95018714,305998.8,216,2.41E-06,0.3778,0.0353934,8,44.97297,95.89189,0.890964,95.8459,3.413115,38.11527,0.000152065,24.91374182,2.791666667,0,0
NDUFAF1,0,5,0,3,4,1,0,0,0,49,4,0,0,19,2,0,5,1,0,81,0,78,6.681498285,2.688949838,19.77541609,7.894817763,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.029258048,0.000455953,15,41679553,41694642,897414.2,237,1.83E-06,0.43917,0.02380313,24,52,98.78378,0.9360349,134.7902,15.60328,40.98564,7.29E-06,12,2.8,0,0
GGTA1P,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,8,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1,0,0
KLC3,0,0,0,0,2,2,0,0,1,58,8,0,0,23,2,0,2,2,0,92,0,81,6.681498285,2.688949838,20.28823075,7.754887502,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.253258288,0.024009255,19,45843998,45854778,1280459,215,2.12E-06,0.5236,0.02319392,30,42,78.2973,0.8331782,57.74426,4.157377,61.89747,8.90E-05,36,2.916666667,0,0
MVD,0,5,0,0,0,0,0,0,7,59,3,0,0,27,0,0,0,0,0,101,0,87,6.681498285,2.688949838,19.61445536,7.569855608,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.086105809,0.003692799,16,88718348,88729495,802673.4,189,8.05E-06,0.55294,0.04071483,13,40.02703,73.13514,0.8589362,52.39344,2.013115,63.30866,1.30E-05,29,2.214285714,0,0
RGS7BP,0,31,0,0,2,1,0,0,1,50,10,0,0,28,1,0,4,4,0,116,0,109,6.681498285,2.688949838,16.26150511,9.428360173,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,5,63802452,63908119,78558.88,688,3.62E-06,0.39249,-0.002566931,3,43.16216,88.75676,0.8522322,113.3607,11.33443,44.64586,0,2,2.137931034,0,0
ZBTB8OS,0,10,0,3,1,0,0,0,1,17,3,0,0,6,0,0,5,0,0,36,0,37,6.681498285,2.688949838,20.45866694,7.17990909,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.33930505,0.005906663,1,33087309,33116185,1441027,144,1.65E-06,0.44131,0.0275544,24,47.83784,98.2973,0.8892234,116.9082,10.17705,40.0886,9.09E-06,7,2.857142857,0,0
IFFO1,0,16,0,3,7,2,1,0,0,66,3,0,0,38,1,0,9,2,0,126,0,119,6.681498285,2.688949838,21.39870247,7.491853096,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,6648695,6665229,2764720,179,2.49E-06,0.48604,0.04182368,16,44.24324,78.97297,0.8791533,119.141,16.14754,59.6895,8.03E-06,7,1.846153846,0,0
FNDC8,0,0,0,7,2,0,1,0,0,48,4,0,0,26,1,0,4,0,0,85,0,79,6.681498285,2.688949838,18.97754574,8.980139578,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.892670379,0.017937582,17,33448631,33457750,516190.1,504,2.92E-06,0.44421,0.02333248,16,49.62162,97.2973,0.9316716,152.3607,25.18689,54.73637,0.000152065,24.91374182,1.962962963,0,0
AC020922.1,0,0,0,7,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,11,0,10,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.5,0,0
MUC12,0,3,0,0,3,0,1,0,0,34,6,0,0,18,0,0,4,0,0,61,0,54,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,9.20E-08,2,2.105263158,0,0
MME,0,29,0,0,3,5,0,0,4,228,15,0,0,83,16,0,5,5,0,373,0,299,6.681498285,2.688949838,16.14499673,9.346513733,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.456771147,0.070781488,3,154797436,154901518,72464,650,5.05E-06,0.38198,-0.01227729,4,58.37838,94.97297,0.8897879,154.6,23.4623,37.22212,0.000524224,77,3.142857143,0,0
LTA4H,0,13,0,1,3,0,0,0,0,69,10,0,0,25,3,0,4,0,0,120,0,107,6.681498285,2.688949838,18.47621933,8.77148947,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.058714126,0.000394851,12,96394611,96429365,364665.8,436,2.72E-06,0.41194,0.01559684,10,44.97297,91.75676,0.8689788,99.87213,8.485246,36.96669,5.81E-05,22,3.153846154,0,0
PYCRL,0,6,0,0,0,0,1,0,1,26,0,0,0,20,0,0,1,0,0,53,0,53,6.681498285,2.688949838,21.05819987,7.882643049,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.069485226,0.000505763,8,144686083,144691764,2183482,235,3.76E-06,0.60325,0.03676814,29,50.59459,81.94595,0.8791669,57.19344,1.845902,62.01358,1.36E-05,23,1.238095238,0,0
ZBTB14,0,12,0,8,6,0,0,0,0,87,11,0,0,31,0,0,6,0,0,149,0,130,6.681498285,2.688949838,15.67716052,9.991521846,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,18,5289019,5296039,52394.69,1017,5.98E-06,0.3867,-0.00595546,2,53.81081,98.86486,0.980256,166.8721,25.98033,46.13937,9.58E-05,44,3.0625,0,0
MSMP,0,5,0,6,0,0,0,0,0,16,1,0,0,6,0,0,0,0,0,34,0,33,6.681498285,2.688949838,19.81510962,7.577428828,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,35752991,35754272,922448,190,1.96E-06,0.51195,0.04808423,24,53.54054,96.81081,0.9178579,180.2852,25.9541,54.06238,0.000152065,24.91374182,2.428571429,0,0
CABLES1,0,13,0,0,0,0,0,0,11,68,6,0,0,25,2,0,3,0,0,122,0,107,8.768711311,2.495551463,18.04638226,7.636624621,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,18,20715727,20840434,270707.8,198,2.05E-06,0.476125,0.07186782,3,43.78378,77.7027,0.807965,84.97705,8.544262,48.64389,3.98E-06,5,2.923076923,0,0
ABHD14A-ACY1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,5,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0.2,0,0
OMG,0,7,0,0,0,2,1,0,0,48,2,0,0,13,0,0,2,2,0,69,0,61,6.681498285,2.688949838,18.85336987,8.632995197,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.863089622,0.02391017,17,29621669,29624380,473618.8,396,2.22E-06,0.36988,0.02693462,12,60.78378,99.2973,0.9883433,232.5934,48.73115,39.34596,0,1,3.714285714,0,0
LMCD1,0,5,0,6,3,0,0,0,1,70,4,0,0,30,5,0,6,0,0,118,0,109,6.681498285,2.688949838,16.4917803,9.184875343,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.335725862,0.034112118,3,8543511,8609805,92154.35,581,2.89E-06,0.43842,0.000990659,2,43.32432,91.67568,0.9028422,200.9869,39.65246,54.52878,5.67E-06,7,2.548387097,0,0
HTR1F,1,101,0,13,16,1,0,0,0,99,17,1,0,38,0,1,24,2,0,262,0,207,6.681498285,2.688949838,16.90840904,9.812177306,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.917932156,0.01134059,3,88031726,88042919,123008.4,898,4.99E-06,0.37032,-0.0188197,3,48.2973,95.37838,0.9800477,105.141,8.170492,39.98004,0.000152065,24.91374182,3,0,0
RP11-231C14.4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0.333333333,0,0
RNF149,0,26,0,0,0,0,1,0,1,42,4,0,0,15,1,0,1,2,0,87,0,82,6.681498285,2.688949838,18.75378966,8.022367813,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.142531975,0.025604269,2,101892063,101925178,442030.5,259,2.28E-06,0.433615,0.02013239,9,48.64865,84.59459,0.873452,100.1377,10.69836,42.53424,4.19E-05,12,2.9375,0,0
GPSM1,0,2,0,0,4,1,0,0,11,84,3,0,0,45,1,0,5,1,0,145,0,124,6.681498285,2.688949838,20.18756593,8.016808288,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.50903068,0.066089821,9,139221932,139254057,1194160,258,2.73E-06,0.6241,0.02848474,21,40.37838,69.43243,0.8179787,29.89836,0.1409836,65.99626,8.18E-05,25,1.934782609,0,0
WDSUB1,0,5,0,0,1,2,0,0,0,65,12,0,0,26,1,0,1,3,0,108,0,95,6.681498285,2.688949838,18.56192744,8.055282436,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.132129911,0.006855153,2,160092305,160143236,386986.5,265,1.76E-06,0.429325,0.02908087,6,52.37838,98.64865,0.8952366,91.73443,5.02623,36.48045,0,1,2.962962963,0,0
HIST1H2AD,0,0,0,0,3,3,0,0,0,28,4,0,0,16,0,1,3,3,0,49,0,48,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,1.28E-06,23,2.058823529,0,0
LCLAT1,0,24,0,0,3,1,1,0,7,71,6,0,0,15,3,0,8,2,0,121,0,108,6.681498285,2.688949838,17.10104723,9.342074668,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,30670123,30867090,140580.5,648,2.63E-06,0.40195,0.02120469,4,53.24324,98.37838,0.8571738,187.2689,35.02951,40.06196,5.02E-05,11,5.0625,0,0
LRRC37B,0,5,1,0,6,2,1,0,0,139,13,0,0,61,5,0,9,2,0,222,0,179,6.681498285,2.688949838,19.40124953,8.479780264,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,30348155,30380517,692400.6,356,2.90E-06,0.42332,0.02276676,9,54.59459,97.64865,0.8091496,173.5803,32.55738,46.08808,0,1,2.564516129,0,0
CEBPZ,0,1,0,17,2,2,1,0,2,125,10,0,0,50,3,0,5,2,0,206,0,166,6.681498285,2.688949838,18.89682225,7.988684687,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.100889536,0.000763138,2,37428778,37458740,488100.7,253,2.13E-06,0.4108,0.0423384,11,50.94595,95.78378,0.9280638,123.659,13.08525,37.26645,5.03E-05,38,2.745098039,0,0
ABCE1,0,23,0,4,13,1,2,0,0,86,11,0,0,28,3,0,17,3,0,151,0,138,10.4918362,0.404387768,17.53038729,10.15481811,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.048842971,0.000700963,4,146019156,146050675,189308.5,1139,3.12E-06,0.36517,0.03185671,4,39.18919,91.91892,0.9106537,103.8066,7.504918,33.65003,0.001454312,231,3.482758621,0,0
C17orf75,0,4,0,4,4,0,1,0,0,57,0,1,0,16,1,0,6,0,0,82,0,78,7.968231658,0.455050045,19.37313491,8.164906927,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,30658392,30669189,679038,286,3.09E-06,0.48997,0.0297495,10,54.45946,94.81081,0.85596,117.3672,18.81967,39.538,1.08E-07,4,3.411764706,0,0
EPB41L2,0,2,0,0,5,1,1,0,13,183,16,0,0,63,8,0,8,1,0,283,0,229,6.681498285,2.688949838,16.90650897,9.46760555,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.879682649,0.0176345,6,131160488,131384462,122846.5,707,3.61E-06,0.3872367,0.01730506,4,50.05405,96.43243,0.8888909,188.623,34.12131,44.48827,2.24E-05,21,3.25,0,0
ROR1,0,4,0,0,4,6,1,0,11,194,12,0,0,68,4,0,5,7,0,292,0,219,6.681498285,2.688949838,17.07801317,8.945443836,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,64239690,64644707,138353.8,492,2.10E-06,0.41266,-0.003009076,6,51.18919,96.43243,0.834247,150.7148,21.43607,45.94136,8.25E-06,5,3.130434783,0,0
RP5-1004I9.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
PTAFR,0,12,0,6,1,0,0,0,0,52,2,0,0,36,0,0,2,0,0,107,0,95,6.681498285,2.688949838,19.59913412,7.741466986,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.874162406,0.012138832,1,28473678,28520447,794194.2,213,1.62E-06,0.434545,0.02828889,20,50.08108,98.35135,0.9156196,92.42295,6.193443,53.05657,1.15E-05,11,1.459459459,0,0
C3orf22,0,9,0,7,2,0,0,0,0,36,2,0,0,19,1,0,2,0,0,74,0,69,0.118773585,0.100925606,18.14387144,8.991521846,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.169030138,0.076157753,3,126268520,126277758,289633,508,2.92E-06,0.52429,0.05167628,12,50.89189,93.86486,0.8551192,176.0426,25.62295,57.11428,0.000152065,24.91374182,1.95,0,0
SPATA5,0,15,0,9,6,1,2,0,2,132,14,0,0,38,4,0,11,1,0,211,0,178,6.681498285,2.688949838,16.61952793,9.047123912,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.206873794,0.017363868,4,123844225,124240602,100686.7,528,2.53E-06,0.375588,0.01078925,8,41.94595,92.21622,0.7935105,122.9574,13.66557,40.72956,1.87E-06,5,3.871794872,0,0
ZBTB2,0,27,0,1,3,1,1,0,0,85,4,0,0,31,0,0,7,4,0,142,0,128,6.681498285,2.688949838,18.36647206,8.6794801,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.015415332,2.47E-05,6,151685251,151712677,337954.1,409,3.36E-06,0.435225,0.02288643,5,52.94595,98.94595,0.9580979,145.4295,17.44918,49.09684,1.82E-05,16,2.8125,0,0
CDKL1,0,3,15,2,1,0,2,0,95,35,5,0,13,20,1,0,9,2,0,181,0,160,6.681498285,2.688949838,19.3213706,8.129283017,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.669952173,0.055884913,14,50796721,50862617,655105.8,279,1.91E-06,0.411585,0.03303288,18,52.75676,98.02703,0.8664195,98.9082,12.97049,43.35819,1.72E-06,10,1.952380952,0,0
CNN3,0,14,0,7,0,1,0,0,0,34,3,0,0,11,0,1,3,1,0,67,0,62,6.681498285,2.688949838,18.10874394,8.383704292,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.172744265,0.017423866,1,95362509,95392735,282666,333,2.02E-06,0.42568,-0.005940181,6,46.7027,94.27027,0.9029053,120.7902,15.67213,42.91337,7.14E-06,8,3.166666667,0,0
P2RX3,0,6,0,9,3,0,0,0,0,95,2,1,0,43,7,0,4,0,0,162,0,135,6.681498285,2.688949838,19.8172457,7.584962501,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.617080982,0.035521349,11,57105949,57137548,923814.8,191,3.26E-06,0.50843,-0.002908267,21,49.81081,95.91892,0.8664691,112.5705,16.50492,56.70869,0.000152065,24.91374182,2.363636364,0,0
AC092198.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
